id,value
id_0,5.74468755208895
id_1,17.787944868792415
id_2,25.261520062581884
id_3,7.2391287391707975
id_4,26.418875899030578
id_5,22.59442212993742
id_6,23.881982800832322
id_7,30.45088471720812
id_8,16.74907418556818
id_9,58.72915021075338
id_10,12.686924711650878
id_11,9.88821858853796
id_12,62.427758545918216
id_13,53.60117094990355
id_14,21.64141186643967
id_15,12.154440971132878
id_16,32.34149996075905
id_17,67.33937193501389
id_18,-1.4675158733841203
id_19,17.46416507084655
id_20,42.17427717134798
id_21,72.24933248208661
id_22,9.082272592636539
id_23,18.178151810276574
id_24,14.479183454103751
id_25,38.601760389352044
id_26,13.880410211322012
id_27,70.3515995720515
id_28,7.407864561280141
id_29,56.13145351440328
id_30,24.032601412378945
id_31,8.667963921169418
id_32,1.555848712633534
id_33,18.74435035138693
id_34,28.90190602966014
id_35,35.81300668730468
id_36,43.666554207597216
id_37,29.29022624503516
id_38,42.17777599812873
id_39,35.24691000051286
id_40,6.476610541310335
id_41,41.00029702964193
id_42,30.836397578613074
id_43,51.385113559720935
id_44,17.825527854536656
id_45,33.723610329211716
id_46,24.794482619176385
id_47,9.059223592850913
id_48,25.831760808245846
id_49,32.06891397776927
id_50,18.45922333845748
id_51,8.919438276272992
id_52,21.213273132977264
id_53,52.65212334701278
id_54,16.038239269499396
id_55,36.54864833838863
id_56,32.894131312396055
id_57,21.692693787705526
id_58,57.7122189232225
id_59,22.69049211760844
id_60,13.986083853830465
id_61,41.419726921527555
id_62,11.940352584765927
id_63,47.78767101207339
id_64,14.03307233400403
id_65,15.89404978764051
id_66,13.617071695841387
id_67,-1.0219528990052844
id_68,43.428483401571796
id_69,30.043820160817543
id_70,19.850583328085218
id_71,41.828763058476234
id_72,61.57110993029088
id_73,6.343018569697615
id_74,16.688045340476112
id_75,2.9150990229045823
id_76,39.956655639629126
id_77,14.173759511838433
id_78,20.675005419318772
id_79,21.987164456230005
id_80,24.53414644660723
id_81,36.60726300983785
id_82,20.97627484213723
id_83,92.92638202372467
id_84,37.50994164414716
id_85,27.47088359699655
id_86,22.80191472835169
id_87,33.63531559191004
id_88,22.813204236752703
id_89,19.82658234397287
id_90,29.493013716792273
id_91,41.52316545492637
id_92,4.1164419361303946
id_93,38.50521210182819
id_94,46.09024944658001
id_95,16.643491657645516
id_96,31.98901305890463
id_97,12.252210738267522
id_98,23.193240102578972
id_99,4.036767458895671
id_100,18.500582643982032
id_101,26.815295401504617
id_102,14.618799302633011
id_103,15.632984702846842
id_104,23.907557166267033
id_105,39.97053541653904
id_106,31.010523051859806
id_107,5.888135459768749
id_108,7.063077430228002
id_109,79.82574649903808
id_110,47.68116106573417
id_111,16.661850583620144
id_112,28.14247194693732
id_113,16.0605291952237
id_114,14.69523361680565
id_115,24.72605055956154
id_116,26.66841574479279
id_117,11.324396382731686
id_118,16.590695241626268
id_119,18.932281465482482
id_120,80.96261510173537
id_121,26.372547626412018
id_122,36.60788635876583
id_123,23.694616091888886
id_124,7.8063685786878425
id_125,39.153813183683184
id_126,10.30998909846757
id_127,21.61272923505276
id_128,29.320941601398985
id_129,63.66454987354963
id_130,21.526686234370647
id_131,22.985051145136428
id_132,59.90726764918457
id_133,15.566756116913066
id_134,14.782001758928724
id_135,2.540735587747253
id_136,13.101849342504995
id_137,59.39378578591638
id_138,19.5666117615683
id_139,4.848804518066451
id_140,28.018560879070808
id_141,25.50206270755329
id_142,44.40452186053926
id_143,31.25346485082331
id_144,18.814620180515565
id_145,26.475785259388754
id_146,11.162285663243772
id_147,50.52656761723457
id_148,23.219966781880032
id_149,37.65008774269894
id_150,10.40976543439293
id_151,7.784483574321586
id_152,22.968882474557805
id_153,6.2591943268775685
id_154,14.231794025347849
id_155,40.74243125580322
id_156,8.602088508003176
id_157,36.60505014208431
id_158,12.253433979548873
id_159,19.765620641630857
id_160,41.888807192085196
id_161,19.244505557612836
id_162,12.864265477343716
id_163,8.091458235342978
id_164,52.11909309196199
id_165,31.13179236601312
id_166,-0.4467628631270941
id_167,16.09066589472432
id_168,63.06954170975155
id_169,13.586371090853492
id_170,64.40356103759352
id_171,38.60614895292519
id_172,26.96885117933536
id_173,20.82404858244729
id_174,61.23772571041002
id_175,25.360871878823875
id_176,21.531357655460408
id_177,37.23173024204329
id_178,13.007111076260545
id_179,31.338401325000984
id_180,18.06463670844571
id_181,11.869525813810098
id_182,55.86143726466802
id_183,47.011419390014964
id_184,16.507341658056628
id_185,35.1621614329696
id_186,25.944916796728833
id_187,69.67007834638254
id_188,9.18771945170953
id_189,57.39015232341064
id_190,38.836561574117944
id_191,15.08985402687132
id_192,28.490144530267788
id_193,-0.21366213776129583
id_194,19.304958087202323
id_195,0.5347955905875484
id_196,34.148444210266966
id_197,9.354001886533641
id_198,17.717377994466972
id_199,59.25006346085164
