id,value
id_0,3.655779064943945
id_1,5.386953239285511
id_2,34.12440023483948
id_3,11.581707299483977
id_4,31.793009064452125
id_5,23.964591079559675
id_6,27.020769292347776
id_7,33.559880682781774
id_8,22.625343455859138
id_9,52.226530441211914
id_10,19.851085715820727
id_11,7.823410302776997
id_12,50.52953223118471
id_13,56.505243014325366
id_14,20.773405142937843
id_15,6.797991661404674
id_16,32.59848357332094
id_17,66.46600460506797
id_18,1.4604750158036264
id_19,15.31279298799079
id_20,43.298883798616046
id_21,63.31784966526094
id_22,7.9773589074445335
id_23,13.913260470562282
id_24,12.216786515391746
id_25,29.96116578694875
id_26,3.1050062223543615
id_27,64.60151207359233
id_28,10.067434924757647
id_29,66.05480686469599
id_30,24.97908838281504
id_31,4.099937510400852
id_32,-1.5635375509532943
id_33,25.50587987724079
id_34,36.69595520862452
id_35,30.06431823020072
id_36,38.48248911504442
id_37,29.202269495850377
id_38,50.37373594188132
id_39,43.50046185598209
id_40,5.434666208888199
id_41,39.939024374673956
id_42,33.722272150235796
id_43,47.8730066213555
id_44,15.451554565246461
id_45,34.8094587727907
id_46,16.522688080109553
id_47,8.784483837707333
id_48,19.427397256992045
id_49,24.6964790136561
id_50,38.772866048144266
id_51,14.205168926281242
id_52,25.576055254866194
id_53,50.74825234667063
id_54,21.20704157222248
id_55,34.029409764107974
id_56,26.518961284834617
id_57,24.689874458278116
id_58,53.05925030399688
id_59,20.503206124248756
id_60,21.94980945399334
id_61,45.486324062720186
id_62,14.912970519103615
id_63,51.1337888803291
id_64,13.779928406525281
id_65,13.847741806968909
id_66,13.635800865036703
id_67,-2.75419191254096
id_68,37.67865790227334
id_69,40.60207087423037
id_70,5.826197349214101
id_71,31.71794103111695
id_72,57.390034710777684
id_73,6.1855259347720075
id_74,17.124020504943484
id_75,10.88491092418829
id_76,39.472154611115464
id_77,20.655474171978966
id_78,26.72572090685422
id_79,30.809696443376343
id_80,25.062621713851343
id_81,38.75689677847073
id_82,32.533660880147
id_83,74.1262462850443
id_84,35.48480134500236
id_85,26.289312571157662
id_86,23.586706814864034
id_87,25.216271583088922
id_88,21.577671467958005
id_89,22.518158227518075
id_90,34.77963819672659
id_91,37.16177755503428
id_92,8.52778151110181
id_93,35.92528088396137
id_94,44.08359618840662
id_95,18.641032419061812
id_96,41.387462100627914
id_97,9.898948034776188
id_98,20.664849511406207
id_99,14.331585899044349
id_100,28.177147330242114
id_101,31.341854373547694
id_102,14.995171151324302
id_103,13.542309851012478
id_104,24.107376858456053
id_105,28.89387665666061
id_106,30.064594204899283
id_107,4.538938719779581
id_108,6.395074258027425
id_109,75.76537652386543
id_110,40.80898248333557
id_111,12.140114100851797
id_112,29.13115209721465
id_113,21.53389261798662
id_114,10.225410426399122
id_115,25.700707781582572
id_116,20.611885012552715
id_117,16.739011721334332
id_118,19.973449245762506
id_119,16.55564692617801
id_120,85.32977713456809
id_121,29.876315554988377
id_122,22.89488915340034
id_123,18.274472374990925
id_124,8.962004154556785
id_125,49.0907252454664
id_126,11.820622465041298
id_127,14.23157490976018
id_128,29.48471099015509
id_129,58.563077648330705
id_130,22.8551380554976
id_131,19.297900052116997
id_132,55.55740013984071
id_133,4.886113579773249
id_134,17.13357943968801
id_135,4.909820295430275
id_136,14.873585718505112
id_137,57.862747535630874
id_138,26.770329721493802
id_139,2.171168803823862
id_140,18.47331998355533
id_141,25.72051440571277
id_142,21.255244010082627
id_143,35.18170090833031
id_144,11.69723696200693
id_145,21.884179383285044
id_146,5.155513977600291
id_147,49.494091326973404
id_148,20.83832979515493
id_149,33.34008695859572
id_150,9.550335819520487
id_151,6.941157588691943
id_152,23.79222138780796
id_153,-2.02553932506697
id_154,16.509490229818606
id_155,41.67118101244365
id_156,14.392018324140246
id_157,32.68115233572631
id_158,16.944804151847084
id_159,25.271729006688204
id_160,42.877037597896006
id_161,12.410390457530998
id_162,4.819717929317205
id_163,9.70201589526323
id_164,51.86265205764984
id_165,28.570754769175284
id_166,-0.9746171213716889
id_167,20.522844202533207
id_168,60.81242381819811
id_169,11.828313543327855
id_170,68.91451486274033
id_171,34.93793404937185
id_172,19.29252708537486
id_173,16.392821821982825
id_174,54.50622477725783
id_175,27.210505032534726
id_176,16.604418530672866
id_177,34.28338720944802
id_178,12.85783946926285
id_179,25.203258829932317
id_180,22.03832430028072
id_181,8.112596109925743
id_182,55.075862298752504
id_183,37.688446969838004
id_184,20.201573131164373
id_185,34.561911845183495
id_186,24.225795892779352
id_187,63.55982895233397
id_188,9.678454074753043
id_189,68.58053157240721
id_190,30.387657542555004
id_191,6.090637613119799
id_192,28.32293510930245
id_193,3.5119556778259464
id_194,16.57104618179688
id_195,0.9811673427308764
id_196,25.190996899341993
id_197,6.7228684704353645
id_198,10.990883042117446
id_199,64.39352363876678
id_200,21.94628203303339
id_201,21.031602770816736
id_202,68.8287079372349
id_203,9.990425219177501
id_204,3.0664782978320733
id_205,11.550321336963785
id_206,9.80567799845866
id_207,9.22733728116766
id_208,93.81762719613891
id_209,18.965374120338787
id_210,11.056840288409164
id_211,21.22534493784953
id_212,26.883437895381086
id_213,34.35646819715287
id_214,16.7219691677457
id_215,32.49730543438007
id_216,73.41409626831677
id_217,3.2077105905289574
id_218,10.505691930822133
id_219,38.981149510117035
id_220,19.20939075145436
id_221,6.371270016039685
id_222,117.61552924233597
id_223,10.006333887318867
id_224,9.552969480000872
id_225,60.91001064612229
id_226,18.544466669773065
id_227,17.05796209667438
id_228,13.293799513548585
id_229,5.417146981068301
id_230,40.52135503047976
id_231,20.585907002454512
id_232,37.17504532502834
id_233,39.60283263251105
id_234,19.86370446147798
id_235,41.59151745187643
id_236,60.94425655175044
id_237,49.04094217523005
id_238,20.695689571843765
id_239,11.067743932127176
